Date 	Time  	Inlet Cold	Inlet Steam						10 pre-1	10 post-1	10 port	Line 1 Flow Rate	Line 2 Flow Rate	Line 3 Flow Rate	Line 4 Flow Rate	Line 5 Flow Rate	Line 6 Flow Rate
9/3/2015	12:27:44 PM	27.73	46.14	1.50	0.53	27.28	28.25	28.61	27.38	29.31	26.83	0.00	0.00	0.00	0.00	0.00	0.00
9/3/2015	12:27:47 PM	28.12	46.07	1.56	0.56	27.38	28.25	28.64	27.38	29.35	26.67	0.00	0.00	0.00	0.00	0.00	0.00
9/3/2015	12:27:49 PM	27.54	46.30	1.50	0.53	27.28	28.15	28.61	27.25	29.12	26.83	0.00	0.00	0.00	0.00	0.00	0.00
9/3/2015	12:27:51 PM	26.86	46.01	1.50	0.60	27.38	28.12	28.67	27.57	29.12	26.93	0.00	0.00	0.00	0.00	3.06	0.00
9/3/2015	12:27:54 PM	26.74	46.20	1.47	0.56	27.25	28.35	28.64	27.77	29.51	26.57	0.00	0.00	0.00	1.92	3.78	0.00
9/3/2015	12:27:56 PM	26.61	46.24	1.53	0.53	27.44	28.35	28.73	27.64	29.51	26.45	0.00	0.00	0.00	2.15	4.15	0.00
9/3/2015	12:27:59 PM	26.77	46.07	1.56	0.56	27.12	28.28	28.67	27.22	28.96	26.51	0.00	0.00	0.00	1.92	4.33	0.00
9/3/2015	12:28:01 PM	26.80	45.75	1.37	0.66	27.22	28.31	28.70	27.28	28.93	26.54	0.00	0.00	0.00	3.05	4.19	0.00
9/3/2015	12:28:03 PM	26.96	45.78	1.63	0.53	27.25	28.38	28.93	27.61	28.80	26.48	0.00	0.00	0.00	2.83	5.11	5.35
9/3/2015	12:28:06 PM	26.22	45.59	1.47	0.47	27.12	28.48	28.44	27.25	29.15	26.54	0.00	0.00	0.00	3.28	5.23	4.95
9/3/2015	12:28:08 PM	26.67	45.78	1.47	0.53	26.90	28.51	28.41	27.35	28.67	26.54	0.00	0.00	0.00	3.66	4.94	3.26
9/3/2015	12:28:11 PM	26.51	45.69	1.50	0.56	27.03	28.64	28.48	27.57	28.77	26.67	0.00	0.00	0.00	4.28	4.64	5.20
9/3/2015	12:28:13 PM	26.74	45.46	1.47	0.53	27.12	28.41	28.51	27.38	28.73	26.41	0.00	0.00	0.00	4.31	4.59	5.41
9/3/2015	12:28:15 PM	26.38	45.37	1.43	0.53	26.83	28.38	28.51	27.44	28.80	26.51	0.00	0.00	0.00	4.28	4.61	5.50
9/3/2015	12:28:18 PM	26.45	45.33	1.50	0.60	26.74	28.61	28.28	27.22	28.48	22.90	0.00	0.00	0.00	4.33	4.59	5.55
9/3/2015	12:28:20 PM	26.45	45.17	1.53	0.56	27.12	28.28	28.48	27.57	28.31	26.51	0.00	0.00	0.00	4.37	4.58	5.51
9/3/2015	12:28:23 PM	26.35	45.27	1.47	0.56	26.74	27.93	28.64	27.22	28.57	12.46	0.00	0.00	0.00	4.38	4.60	5.53
9/3/2015	12:28:25 PM	26.64	45.17	1.47	0.60	26.80	28.22	28.48	27.12	28.90	12.23	0.00	0.00	0.00	4.33	4.58	5.47
9/3/2015	12:28:27 PM	26.35	45.33	1.43	0.60	26.83	28.12	28.38	27.25	28.64	26.38	0.00	0.00	0.00	4.42	4.60	5.49
9/3/2015	12:28:30 PM	26.41	45.14	1.50	0.53	26.70	27.99	28.12	27.19	28.48	26.48	0.00	0.00	0.00	4.34	4.58	5.48
9/3/2015	12:28:32 PM	26.61	45.24	1.43	0.53	26.80	27.99	28.25	27.41	28.48	12.17	0.00	0.00	0.00	4.39	4.59	5.44
9/3/2015	12:28:35 PM	26.51	45.17	1.50	0.53	26.74	27.83	28.28	27.03	28.35	26.35	0.00	0.00	0.00	4.33	4.57	5.41
9/3/2015	12:28:37 PM	26.16	45.11	1.47	0.56	26.64	28.02	28.15	27.09	28.54	12.20	0.00	0.00	0.00	4.39	4.56	5.44
9/3/2015	12:28:39 PM	26.45	44.88	1.47	0.56	26.48	27.93	28.48	27.03	28.61	12.10	0.00	0.00	0.00	4.37	4.58	5.49
9/3/2015	12:28:42 PM	26.35	44.69	1.56	0.50	26.67	27.96	27.99	27.09	28.28	12.10	0.00	0.00	0.00	4.41	4.59	5.45
9/3/2015	12:28:44 PM	26.51	44.75	1.59	0.53	26.74	27.90	28.12	27.15	28.51	12.33	0.00	0.00	0.00	4.38	4.59	5.47
9/3/2015	12:28:47 PM	26.54	44.82	1.47	0.53	26.54	27.73	28.44	26.93	28.15	26.32	0.00	0.00	0.00	4.39	4.61	5.45
9/3/2015	12:28:49 PM	26.48	44.72	1.53	0.56	26.41	27.96	28.35	26.90	28.35	12.23	0.00	0.00	0.00	4.33	4.58	5.45
9/3/2015	12:28:51 PM	26.48	44.69	1.53	0.60	26.67	27.77	28.35	26.93	28.35	12.01	0.00	0.00	0.00	4.36	4.59	5.51
9/3/2015	12:28:54 PM	26.41	44.98	1.53	0.60	26.80	27.80	28.38	26.86	28.28	26.06	0.00	0.00	0.00	4.36	4.58	5.55
9/3/2015	12:28:56 PM	26.64	45.04	1.43	0.56	27.03	27.90	28.28	27.12	28.51	26.28	0.00	0.00	0.00	4.41	4.59	5.48
9/3/2015	12:28:59 PM	25.38	75.25	1.43	0.47	26.90	28.06	28.31	27.12	28.61	11.91	0.00	0.00	0.00	4.37	4.62	5.53
9/3/2015	12:29:01 PM	25.48	79.40	1.47	0.53	26.67	27.51	28.44	26.90	28.06	25.96	0.00	0.00	0.00	4.39	4.57	5.46
9/3/2015	12:29:03 PM	23.06	115.31	1.43	0.50	26.32	27.73	28.38	27.32	28.06	26.16	0.00	0.00	0.00	4.40	4.65	5.52
9/3/2015	12:29:06 PM	22.90	117.21	1.37	0.53	26.54	27.80	28.48	26.83	28.25	26.12	0.00	0.00	0.00	4.36	4.63	5.50
9/3/2015	12:29:08 PM	23.06	117.11	1.34	0.56	26.77	28.15	28.31	27.06	28.02	12.07	0.00	0.00	0.00	4.45	4.65	5.47
9/3/2015	12:29:11 PM	22.96	116.21	1.43	0.60	26.77	29.15	28.19	27.03	28.31	11.65	0.00	0.00	0.00	4.40	4.62	5.50
9/3/2015	12:29:13 PM	23.32	115.86	1.40	0.60	26.83	29.99	28.28	27.35	28.02	12.13	0.00	0.00	0.00	4.38	4.64	5.45
9/3/2015	12:29:15 PM	23.13	115.21	1.40	0.53	26.93	30.60	28.41	27.90	28.09	26.67	0.00	0.00	0.00	4.38	4.60	5.50
9/3/2015	12:29:18 PM	23.29	115.18	1.37	0.60	27.41	30.96	28.31	28.19	28.09	26.90	0.00	0.00	0.00	4.46	4.64	5.52
9/3/2015	12:29:20 PM	23.03	114.83	1.43	0.50	27.38	31.41	28.15	28.31	28.41	13.26	0.00	0.00	0.00	4.45	4.66	5.55
9/3/2015	12:29:23 PM	23.16	113.83	1.37	0.56	27.51	32.12	28.31	28.48	28.83	13.97	0.00	0.00	0.00	4.39	4.59	5.51
9/3/2015	12:29:25 PM	23.35	113.60	1.40	0.56	27.51	32.73	28.44	28.90	28.93	14.13	0.00	0.00	0.00	4.38	4.67	5.44
9/3/2015	12:29:27 PM	23.38	113.02	1.37	0.53	27.86	34.02	27.96	29.70	29.54	28.22	0.00	0.00	0.00	4.41	4.67	5.50
9/3/2015	12:29:30 PM	23.42	112.28	1.43	0.56	28.15	35.28	28.19	29.89	29.57	14.58	0.00	0.00	0.00	4.36	4.61	5.51
9/3/2015	12:29:32 PM	23.58	110.99	1.47	0.56	28.35	36.76	28.06	30.60	29.93	29.02	0.00	0.00	0.00	4.38	4.65	5.50
9/3/2015	12:29:35 PM	23.32	109.99	1.40	0.60	28.48	37.66	28.19	31.44	30.35	16.84	0.00	0.00	0.00	4.38	4.64	5.47
9/3/2015	12:29:37 PM	23.54	109.06	1.43	0.60	28.96	38.89	28.15	32.09	30.67	30.18	0.00	0.00	0.00	4.35	4.70	5.45
9/3/2015	12:29:39 PM	23.51	107.93	1.40	0.56	29.09	40.21	28.19	32.54	30.93	30.83	0.00	0.00	0.00	4.42	4.66	5.45
9/3/2015	12:29:42 PM	23.71	107.51	1.37	0.53	29.48	41.01	27.90	33.38	31.92	31.47	0.00	0.00	0.00	4.37	4.69	5.42
9/3/2015	12:29:44 PM	23.80	107.06	1.40	0.56	30.09	42.11	27.96	34.02	32.38	20.42	0.00	0.00	0.00	4.44	4.72	5.50
9/3/2015	12:29:47 PM	23.54	106.45	1.40	0.56	30.12	43.17	28.15	34.79	32.76	21.16	0.00	0.00	0.00	4.44	4.69	5.58
9/3/2015	12:29:49 PM	23.64	106.25	1.37	0.56	30.57	44.40	28.19	35.34	33.47	33.34	0.00	0.00	0.00	4.43	4.73	5.57
9/3/2015	12:29:51 PM	23.51	105.93	1.40	0.60	30.64	45.59	27.86	36.08	33.86	34.02	0.00	0.00	0.00	4.46	4.69	5.54
9/3/2015	12:29:54 PM	23.87	105.80	1.47	0.56	31.05	47.04	28.02	36.70	34.66	34.73	0.00	0.00	0.00	4.38	4.66	5.45
9/3/2015	12:29:56 PM	23.74	105.54	1.40	0.56	31.38	48.11	27.90	37.57	35.18	24.48	0.00	0.00	0.00	4.45	4.68	5.50
9/3/2015	12:29:59 PM	23.90	105.45	1.37	0.63	31.51	48.72	28.06	38.21	36.05	35.99	0.00	0.00	0.00	4.43	4.73	5.51
9/3/2015	12:30:01 PM	23.51	105.29	1.43	0.56	31.89	49.56	28.02	38.66	36.66	36.79	0.00	0.00	0.00	4.46	4.68	5.51
9/3/2015	12:30:03 PM	23.54	105.16	1.37	0.50	32.38	50.23	28.38	39.11	37.05	26.86	0.00	0.00	0.00	4.41	4.67	5.51
9/3/2015	12:30:06 PM	23.67	104.96	1.43	0.63	32.34	50.62	28.25	39.66	37.86	37.79	0.00	0.00	0.00	4.46	4.70	5.49
9/3/2015	12:30:08 PM	23.77	105.19	1.34	0.47	32.47	51.33	28.02	39.92	38.47	27.99	0.00	0.00	0.00	4.48	4.71	5.54
9/3/2015	12:30:11 PM	23.93	104.93	1.40	0.60	32.92	51.88	27.80	40.40	39.11	38.47	0.00	0.00	0.00	4.43	4.68	5.53
9/3/2015	12:30:13 PM	23.96	104.83	1.40	0.56	33.02	52.84	27.86	40.66	39.37	29.19	0.00	0.00	0.00	4.42	4.75	5.56
9/3/2015	12:30:15 PM	23.96	104.77	1.40	0.60	32.92	53.17	27.96	40.98	39.98	39.40	0.00	0.00	0.00	4.46	4.74	5.59
9/3/2015	12:30:18 PM	24.00	104.74	1.37	0.47	33.18	53.46	28.28	41.50	40.21	39.60	0.00	0.00	0.00	4.42	4.67	5.57
9/3/2015	12:30:20 PM	23.64	104.90	1.37	0.53	33.31	53.55	27.70	41.72	40.69	30.54	0.00	0.00	0.00	4.46	4.73	5.54
9/3/2015	12:30:23 PM	23.64	104.90	1.43	0.53	33.50	54.07	28.22	41.98	41.21	31.09	0.00	0.00	0.00	4.48	4.68	5.55
9/3/2015	12:30:25 PM	23.58	104.93	1.34	0.56	33.63	54.23	27.64	41.95	41.37	30.83	0.00	0.00	0.00	4.57	4.71	5.61
9/3/2015	12:30:27 PM	23.77	104.77	1.30	0.50	33.73	54.52	27.90	42.14	41.63	31.25	0.00	0.00	0.00	5.12	3.25	5.58
9/3/2015	12:30:30 PM	23.74	105.41	1.37	0.53	34.83	55.04	27.90	43.21	42.01	41.18	0.00	0.00	0.00	6.52	0.00	5.60
9/3/2015	12:30:32 PM	23.77	105.06	1.43	0.56	36.21	55.49	27.83	44.62	42.34	32.25	0.00	0.00	0.00	6.52	0.00	5.67
9/3/2015	12:30:35 PM	23.87	104.90	1.43	0.53	36.76	55.84	27.90	45.17	42.46	34.18	0.00	0.00	0.00	6.47	0.00	5.64
9/3/2015	12:30:37 PM	23.93	105.29	1.43	0.56	37.24	56.16	27.80	45.59	43.27	43.98	0.00	0.00	0.00	6.56	0.00	5.76
9/3/2015	12:30:39 PM	23.77	105.41	1.47	0.50	37.37	56.97	27.99	45.82	43.92	44.08	0.00	0.00	0.00	6.54	0.00	5.70
9/3/2015	12:30:42 PM	23.80	105.64	1.40	0.60	37.47	58.10	27.90	46.43	44.82	44.69	0.00	0.00	0.00	6.49	0.00	5.72
9/3/2015	12:30:44 PM	23.77	105.45	1.43	0.56	37.66	59.03	27.70	47.20	44.98	36.47	0.00	0.00	0.00	6.74	0.00	5.68
9/3/2015	12:30:47 PM	23.87	105.32	1.43	0.56	38.27	60.42	27.93	47.98	45.69	37.44	0.00	0.00	0.00	5.97	0.00	5.72
9/3/2015	12:30:49 PM	23.77	105.32	1.37	0.60	38.66	61.39	27.77	48.75	46.30	38.31	0.00	0.00	0.00	7.30	0.00	5.78
9/3/2015	12:30:51 PM	23.87	105.32	1.34	0.47	38.31	62.67	27.44	48.98	46.59	39.05	0.00	0.00	0.00	7.60	0.00	5.76
9/3/2015	12:30:54 PM	23.87	105.41	1.43	0.56	38.79	63.93	27.64	49.81	47.53	39.53	0.00	0.00	0.00	7.12	0.00	5.77
9/3/2015	12:30:56 PM	23.74	105.12	1.47	0.63	39.44	64.54	27.73	50.72	47.94	40.37	0.00	0.00	0.00	7.55	0.00	5.84
9/3/2015	12:30:59 PM	23.71	105.06	1.43	0.56	39.24	65.12	27.77	51.23	48.56	41.14	0.00	0.00	0.00	7.55	0.00	5.84
9/3/2015	12:31:01 PM	23.93	105.06	1.40	0.60	40.14	65.93	27.90	51.84	49.33	41.59	0.00	0.00	0.00	7.52	0.00	5.82
9/3/2015	12:31:03 PM	24.06	104.71	1.37	0.53	40.02	66.16	27.70	52.30	49.81	50.62	0.00	0.00	0.00	7.55	0.00	5.80
9/3/2015	12:31:06 PM	23.64	105.09	1.47	0.53	40.69	66.74	27.70	52.91	50.52	43.43	0.00	0.00	0.00	7.42	0.00	5.80
9/3/2015	12:31:08 PM	23.96	105.12	1.40	0.53	40.66	67.28	27.96	53.10	51.43	43.95	0.00	0.00	0.00	7.42	0.00	5.73
9/3/2015	12:31:11 PM	23.64	105.25	1.47	0.56	41.14	67.86	27.80	53.97	51.52	44.56	0.00	0.00	0.00	7.50	0.00	5.78
9/3/2015	12:31:13 PM	23.96	104.74	1.43	0.53	41.30	68.19	27.64	54.10	52.26	52.42	0.00	0.00	0.00	7.51	0.00	5.79
9/3/2015	12:31:15 PM	23.80	104.93	1.43	0.53	41.50	68.61	27.38	54.36	52.84	45.62	0.00	0.00	0.00	7.49	0.00	5.78
9/3/2015	12:31:18 PM	23.77	105.09	1.43	0.56	41.56	68.86	27.48	54.58	53.23	45.91	0.00	0.00	0.00	7.49	0.00	5.80
9/3/2015	12:31:20 PM	23.80	104.74	1.40	0.56	41.72	69.15	27.57	54.68	53.81	46.04	0.00	0.00	0.00	7.48	0.00	5.80
9/3/2015	12:31:23 PM	23.90	104.38	1.37	0.60	41.72	70.35	27.28	55.16	53.88	46.69	0.00	0.00	0.00	7.50	0.00	5.83
9/3/2015	12:31:25 PM	23.90	104.22	1.43	0.60	42.17	71.31	27.35	55.62	54.10	53.68	0.00	0.00	0.00	7.39	0.00	5.72
9/3/2015	12:31:27 PM	23.64	104.35	1.37	0.56	42.21	71.41	27.67	56.03	54.68	47.56	0.00	0.00	0.00	7.45	0.00	5.83
9/3/2015	12:31:30 PM	23.83	104.45	1.43	0.56	42.63	71.51	27.48	56.23	55.13	48.14	0.00	0.00	0.00	7.39	0.00	5.81
9/3/2015	12:31:32 PM	23.90	104.71	1.34	0.47	42.66	70.80	27.44	56.55	55.55	55.20	0.00	0.00	0.00	7.35	0.00	5.84
9/3/2015	12:31:35 PM	23.64	104.67	1.37	0.60	42.43	71.05	27.54	56.36	55.52	48.72	0.00	0.00	0.00	7.37	0.00	5.81
9/3/2015	12:31:37 PM	23.80	104.71	1.40	0.53	42.63	70.89	27.41	56.32	56.20	55.13	0.00	0.00	0.00	7.35	0.00	5.79
9/3/2015	12:31:39 PM	23.71	104.80	1.40	0.60	42.46	70.67	27.48	56.42	56.20	55.07	0.00	0.00	0.00	7.42	0.00	5.81
9/3/2015	12:31:42 PM	23.83	105.12	1.37	0.56	42.50	71.44	27.57	56.42	56.39	55.26	0.00	0.00	0.00	7.37	0.00	5.83
9/3/2015	12:31:44 PM	23.71	104.90	1.40	0.56	42.37	71.35	27.48	56.55	56.42	55.42	0.00	0.00	0.00	7.37	0.00	5.84
9/3/2015	12:31:47 PM	23.96	104.90	1.37	0.56	42.56	71.44	27.38	56.81	56.74	55.52	0.00	0.00	0.00	7.21	0.00	5.82
9/3/2015	12:31:49 PM	23.93	104.42	1.50	0.56	42.53	71.44	27.25	56.29	56.61	55.49	0.00	0.00	0.00	6.65	0.00	5.77
9/3/2015	12:31:51 PM	23.80	103.80	1.37	0.56	42.66	71.93	27.32	56.74	56.87	48.81	0.00	0.00	0.00	6.61	0.00	5.79
9/3/2015	12:31:54 PM	23.71	104.09	1.43	0.53	42.69	71.83	27.64	56.90	56.74	55.74	0.00	0.00	0.00	6.55	0.00	5.78
9/3/2015	12:31:56 PM	23.93	104.25	1.43	0.50	42.69	71.83	27.35	56.61	57.23	55.87	0.00	0.00	0.00	6.57	0.00	5.84
9/3/2015	12:31:59 PM	24.25	104.32	1.40	0.56	42.63	72.02	27.70	56.84	57.07	55.81	0.00	0.00	0.00	6.52	0.00	5.87
9/3/2015	12:32:01 PM	23.83	104.25	1.37	0.53	42.82	72.09	27.38	57.10	57.10	55.62	0.00	0.00	0.00	6.62	0.00	5.87
9/3/2015	12:32:03 PM	24.00	104.74	1.27	0.63	42.69	72.18	27.38	57.16	57.23	56.20	0.00	0.00	0.00	6.53	0.00	5.86
9/3/2015	12:32:06 PM	23.71	104.54	1.40	0.56	42.46	72.34	27.38	57.26	57.10	56.39	0.00	0.00	0.00	6.53	0.00	5.85
9/3/2015	12:32:08 PM	24.03	104.45	1.43	0.56	42.85	72.70	27.32	57.52	57.55	56.03	0.00	0.00	0.00	6.47	0.00	5.85
9/3/2015	12:32:11 PM	23.74	104.77	1.47	0.50	42.92	72.80	27.51	57.29	57.39	49.68	0.00	0.00	0.00	6.56	0.00	5.83
9/3/2015	12:32:13 PM	23.71	104.83	1.50	0.60	42.72	72.86	27.38	57.87	57.74	56.65	0.00	0.00	0.00	6.58	0.00	5.79
9/3/2015	12:32:15 PM	23.61	104.77	1.47	0.56	42.69	73.15	27.06	57.84	57.52	56.39	0.00	0.00	0.00	6.54	0.00	5.80
9/3/2015	12:32:18 PM	23.87	104.80	1.40	0.60	42.82	73.09	27.06	57.61	58.03	49.88	0.00	0.00	0.00	6.54	0.00	5.87
9/3/2015	12:32:20 PM	23.96	104.51	1.43	0.53	43.05	73.02	27.57	57.97	58.10	56.68	0.00	0.00	0.00	6.56	0.00	5.82
9/3/2015	12:32:23 PM	23.74	104.19	1.40	0.56	42.88	73.02	27.22	58.13	57.71	50.04	0.00	0.00	0.00	6.58	0.00	5.83
9/3/2015	12:32:25 PM	23.93	104.25	1.37	0.53	43.14	73.12	27.51	58.07	58.39	56.71	0.00	0.00	0.00	6.50	0.00	5.82
9/3/2015	12:32:27 PM	23.83	103.96	1.40	0.60	43.01	73.18	27.38	58.16	58.29	49.81	0.00	0.00	0.00	6.58	0.00	5.87
9/3/2015	12:32:30 PM	24.06	104.06	1.40	0.53	43.05	73.44	27.25	58.00	58.42	50.07	0.00	0.00	0.00	6.59	0.00	5.85
9/3/2015	12:32:32 PM	23.64	104.09	1.43	0.56	42.82	73.38	27.44	58.00	58.48	56.94	0.00	0.00	0.00	6.60	0.00	5.86
9/3/2015	12:32:35 PM	23.67	104.51	1.40	0.53	43.27	73.15	27.35	58.26	58.58	56.94	0.00	0.00	0.00	6.55	0.00	5.78
9/3/2015	12:32:37 PM	24.06	104.71	1.43	0.56	42.88	73.60	27.54	58.36	58.71	50.27	0.00	0.00	0.00	6.53	0.00	5.80
9/3/2015	12:32:39 PM	23.71	104.51	1.37	0.56	43.21	73.50	27.03	58.32	58.61	57.03	0.00	0.00	0.00	6.59	0.00	5.76
9/3/2015	12:32:42 PM	23.80	104.48	1.43	0.53	42.79	73.60	27.51	58.39	58.29	50.39	0.00	0.00	0.00	5.50	2.51	5.69
9/3/2015	12:32:44 PM	23.90	104.25	1.43	0.56	41.79	73.79	27.22	57.55	58.48	50.23	0.00	0.00	0.00	5.36	3.23	5.71
9/3/2015	12:32:47 PM	24.16	103.61	1.37	0.56	40.76	73.47	26.99	56.68	58.65	56.45	0.00	0.00	0.00	5.17	3.71	5.72
9/3/2015	12:32:49 PM	24.00	103.48	1.47	0.56	40.24	73.73	27.12	56.39	58.32	49.01	0.00	0.00	0.00	4.95	4.15	5.71
9/3/2015	12:32:51 PM	24.22	103.64	1.47	0.56	39.50	73.41	27.09	56.00	58.16	55.36	0.00	0.00	0.00	4.72	4.53	5.71
9/3/2015	12:32:54 PM	24.22	103.22	1.47	0.50	38.82	73.05	27.19	55.23	57.42	54.75	0.00	0.00	0.00	4.66	4.84	5.68
9/3/2015	12:32:56 PM	23.96	103.13	1.43	0.53	38.53	72.25	27.19	54.42	57.29	54.04	0.00	0.00	0.00	4.53	4.79	5.64
9/3/2015	12:32:59 PM	24.22	102.96	1.37	0.53	37.95	71.22	26.99	53.84	56.65	46.33	0.00	0.00	0.00	4.58	4.79	5.69
9/3/2015	12:33:01 PM	23.77	103.13	1.40	0.53	37.63	69.96	27.32	53.10	56.23	52.91	0.00	0.00	0.00	4.59	4.81	5.61
9/3/2015	12:33:03 PM	23.64	103.35	1.40	0.53	37.34	68.64	27.54	52.10	55.33	52.20	0.00	0.00	0.00	4.60	4.88	5.64
9/3/2015	12:33:06 PM	24.22	103.09	1.40	0.63	37.28	67.35	27.38	51.62	55.20	43.88	0.00	0.00	0.00	4.61	4.82	5.64
9/3/2015	12:33:08 PM	23.93	103.29	1.37	0.56	36.79	66.57	27.41	50.88	54.29	43.24	0.00	0.00	0.00	4.60	4.82	5.66
9/3/2015	12:33:11 PM	24.06	103.45	1.37	0.56	36.31	65.87	27.67	50.36	53.91	50.14	0.00	0.00	0.00	4.59	4.84	5.61
9/3/2015	12:33:13 PM	24.12	103.51	1.47	0.50	36.21	65.19	27.48	49.85	53.23	41.95	0.00	0.00	0.00	4.58	4.81	5.68
9/3/2015	12:33:15 PM	24.22	103.42	1.43	0.53	36.18	64.58	27.44	49.33	52.59	49.17	0.00	0.00	0.00	4.57	4.83	5.65
9/3/2015	12:33:18 PM	23.83	103.71	1.66	0.60	35.86	64.32	27.48	48.81	52.17	40.50	0.00	0.00	0.00	4.60	4.84	5.62
9/3/2015	12:33:20 PM	24.03	103.80	1.40	0.56	35.73	63.96	27.32	48.49	51.68	48.04	0.00	0.00	0.00	4.55	4.82	5.67
9/3/2015	12:33:23 PM	23.96	103.77	1.37	0.60	35.73	63.51	27.64	48.36	51.30	47.91	0.00	0.00	0.00	4.55	4.80	5.65
9/3/2015	12:33:25 PM	23.80	103.84	1.40	0.50	35.57	63.19	27.57	48.04	50.46	47.36	0.00	0.00	0.00	4.56	4.84	5.65
9/3/2015	12:33:27 PM	24.16	103.71	1.43	0.53	35.47	62.84	27.44	47.94	50.23	38.66	0.00	0.00	0.00	4.57	4.81	5.61
9/3/2015	12:33:30 PM	24.16	103.84	1.40	0.53	35.47	62.48	27.70	47.59	50.07	46.95	0.00	0.00	0.00	4.57	4.83	5.65
9/3/2015	12:33:32 PM	23.96	103.71	1.40	0.56	35.05	62.35	27.38	47.43	49.56	38.05	0.00	0.00	0.00	4.55	4.82	5.65
9/3/2015	12:33:35 PM	23.58	103.71	1.37	0.56	35.47	62.22	27.51	47.53	49.46	46.43	0.00	0.00	0.00	4.59	4.86	5.66
9/3/2015	12:33:37 PM	23.93	103.51	1.37	0.56	35.44	62.19	27.73	47.04	49.23	46.46	0.00	0.00	0.00	4.56	4.84	5.60
9/3/2015	12:33:39 PM	23.87	103.45	1.40	0.53	35.24	61.84	27.61	47.01	48.56	46.27	0.00	0.00	0.00	4.56	4.89	5.65
9/3/2015	12:33:42 PM	23.83	103.55	1.43	0.56	35.47	61.74	27.83	46.95	48.75	46.20	0.00	0.00	0.00	4.55	4.83	5.58
9/3/2015	12:33:44 PM	23.90	103.38	1.37	0.60	35.47	61.97	27.51	46.98	48.46	46.27	0.00	0.00	0.00	4.56	4.85	5.62
9/3/2015	12:33:47 PM	23.87	103.16	1.37	0.53	35.21	61.84	27.64	47.27	48.69	37.60	0.00	0.00	0.00	4.54	4.81	5.56
9/3/2015	12:33:49 PM	23.96	103.06	1.47	0.56	35.37	61.93	27.61	46.59	48.27	45.66	0.00	0.00	0.00	4.58	4.81	5.61
9/3/2015	12:33:51 PM	24.19	103.13	1.40	0.50	35.15	61.80	27.48	47.07	48.33	45.91	0.00	0.00	0.00	4.60	4.76	5.61
9/3/2015	12:33:54 PM	24.09	103.13	1.47	0.56	35.50	61.90	27.54	46.98	48.33	37.37	0.00	0.00	0.00	6.52	1.36	5.81
9/3/2015	12:33:56 PM	23.96	103.51	1.43	0.53	37.73	61.71	27.64	48.33	48.07	46.56	0.00	0.00	0.00	6.56	0.00	5.71
9/3/2015	12:33:59 PM	23.96	103.77	1.43	0.56	38.76	61.84	27.57	49.43	47.82	39.34	0.00	0.00	0.00	6.59	0.00	5.77
9/3/2015	12:34:01 PM	23.61	104.00	1.43	0.56	38.92	61.74	27.41	49.62	48.11	39.98	0.00	0.00	0.00	6.53	0.00	5.75
9/3/2015	12:34:03 PM	23.61	103.96	1.43	0.60	38.85	61.80	27.61	49.59	49.07	48.40	0.00	0.00	0.00	6.75	0.00	5.80
9/3/2015	12:34:06 PM	23.93	104.45	1.37	0.60	39.14	63.00	27.48	49.94	49.43	48.69	0.00	0.00	0.00	6.65	0.00	5.79
9/3/2015	12:34:08 PM	23.64	104.48	1.40	0.50	39.31	63.90	27.80	50.56	49.94	49.10	0.00	0.00	0.00	6.67	0.00	5.83
9/3/2015	12:34:11 PM	23.93	104.22	1.40	0.56	39.69	65.09	27.38	51.17	50.17	41.79	0.00	0.00	0.00	6.57	0.00	5.79
9/3/2015	12:34:13 PM	23.54	104.58	1.40	0.53	40.21	66.38	27.38	52.07	50.52	50.30	0.00	0.00	0.00	6.60	0.00	5.81
9/3/2015	12:34:15 PM	23.80	104.03	1.40	0.50	40.50	67.70	27.54	52.81	51.30	42.92	0.00	0.00	0.00	6.51	0.00	5.77
9/3/2015	12:34:18 PM	23.80	104.29	1.40	0.60	40.89	68.41	27.19	54.04	51.78	51.91	0.00	0.00	0.00	6.69	0.00	5.80
9/3/2015	12:34:20 PM	23.77	104.22	1.40	0.53	41.14	69.31	26.99	54.55	52.10	44.75	0.00	0.00	0.00	6.71	0.00	5.78
